fecha_reporte_web,departamento,departamento_nom,ciudad_municipio,ciudad_municipio_nom,id_de_caso
20/8/2021 0:00:00,76,VALLE,76895,ZARZAL,3
20/8/2021 0:00:00,81,ARAUCA,81001,ARAUCA,5
20/8/2021 0:00:00,81,ARAUCA,81065,ARAUQUITA,4
20/8/2021 0:00:00,81,ARAUCA,81300,FORTUL,2
20/8/2021 0:00:00,81,ARAUCA,81591,PUERTO RONDON,1
20/8/2021 0:00:00,81,ARAUCA,81736,SARAVENA,1
20/8/2021 0:00:00,81,ARAUCA,81794,TAME,3
20/8/2021 0:00:00,85,CASANARE,85001,YOPAL,9
20/8/2021 0:00:00,85,CASANARE,85010,AGUAZUL,4
20/8/2021 0:00:00,85,CASANARE,85139,MANI,3
20/8/2021 0:00:00,85,CASANARE,85162,MONTERREY,1
20/8/2021 0:00:00,85,CASANARE,85250,PAZ DE ARIPORO,7
20/8/2021 0:00:00,85,CASANARE,85410,TAURAMENA,3
20/8/2021 0:00:00,85,CASANARE,85440,VILLANUEVA,6
20/8/2021 0:00:00,86,PUTUMAYO,86001,MOCOA,9
20/8/2021 0:00:00,86,PUTUMAYO,86219,COLON,1
20/8/2021 0:00:00,86,PUTUMAYO,86320,ORITO,1
20/8/2021 0:00:00,86,PUTUMAYO,86568,PUERTO ASIS,1
20/8/2021 0:00:00,86,PUTUMAYO,86569,PUERTO CAICEDO,3
20/8/2021 0:00:00,86,PUTUMAYO,86749,SIBUNDOY,2
20/8/2021 0:00:00,86,PUTUMAYO,86757,SAN MIGUEL (LA DORADA),1
20/8/2021 0:00:00,86,PUTUMAYO,86760,SANTIAGO,1
20/8/2021 0:00:00,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1
20/8/2021 0:00:00,86,PUTUMAYO,86885,VILLAGARZON,3
20/8/2021 0:00:00,88,SAN ANDRES,88001,SAN ANDRES,8
20/8/2021 0:00:00,91,AMAZONAS,91001,LETICIA,4
20/8/2021 0:00:00,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,2
20/8/2021 0:00:00,97,VAUPES,97161,CARURU,2
20/8/2021 0:00:00,99,VICHADA,99001,PUERTO CARREÑO,5
20/8/2021 0:00:00,8001,BARRANQUILLA,8001,BARRANQUILLA,212
20/8/2021 0:00:00,13001,CARTAGENA,13001,CARTAGENA,84
20/8/2021 0:00:00,47001,STA MARTA D.E.,47001,SANTA MARTA,99
